 PID, Sale_Price
528354100, 266601.6
902427150, 120120.7
527226040, 170568.2
924100060, 177150.0
531452180, 232541.6
907252050, 213029.3
903236200, 117731.8
910201130, 120847.7
909100080, 111159.1
535402010, 169710.3
528186100, 347179.1
905225020, 211130.2
905201110, 173493.3
527158090, 181701.8
528175010, 222215.9
902401010, 119573.2
534251320, 165498.5
902109120, 123549.8
528290170, 190665.0
534252060, 142309.2
905475510, 124487.7
527425060, 110086.5
534201130, 136559.7
526302110, 116660.0
903430050, 78873.4
902110130, 100897.1
534401110, 150737.7
528231020, 177232.1
531479020, 74068.0
905403060, 119599.2
916326010, 210884.4
527365030, 233185.1
528228295, 204084.7
527455250, 128532.5
916403040, 184420.3
527252090, 292744.0
908225240, 109333.2
528228285, 164817.0
908178050, 246624.3
916326040, 169640.1
916380060, 280561.1
903204010, 131018.6
528144020, 221911.0
906204230, 251815.8
528168030, 276349.2
531369060, 189650.0
535451100, 104420.7
906380010, 193275.3
527450460, 100556.6
534277070, 125308.4
532353050, 135342.9
527105140, 190927.5
908102330, 115576.7
907135230, 147089.6
908250030, 72730.9
902103090, 129554.1
528458120, 247419.6
535425060, 175069.9
527404100, 126658.0
905475160, 128244.1
902100010, 109596.8
534202020, 135655.9
533251110, 277536.6
528435050, 267728.3
914476130, 152398.2
924100050, 139308.7
909428280, 283324.8
906230020, 273290.8
923230180, 135356.1
907420090, 190202.6
534250010, 133771.7
532353020, 129678.7
906380180, 188692.1
531363020, 129060.6
906230010, 284541.7
923225300, 91474.9
527252050, 289354.6
923225440, 89809.5
907280090, 209406.8
527183030, 196395.4
535402220, 167067.2
532376250, 127154.4
914474020, 207404.3
907275090, 224325.4
528138030, 370299.6
908154195, 262966.5
527402240, 159888.4
903228150, 124859.0
531451020, 210134.9
909275250, 138916.8
903484080, 89369.2
534202170, 137043.7
906225180, 227041.8
916460110, 212372.5
528174010, 186725.1
528228360, 220737.8
903233140, 130457.9
535153150, 171170.0
533212020, 158190.9
909428170, 232873.7
534129060, 203818.2
527163080, 166396.9
908275290, 131951.8
903201020, 142674.5
528431110, 326564.6
903454060, 65979.7
903206120, 191489.6
527131110, 248102.8
906203120, 313744.8
908102140, 127783.0
527107210, 177039.4
923204140, 125395.2
527427200, 191197.2
528186170, 214163.3
906226070, 117021.8
527357110, 137717.1
534278170, 139069.6
534427090, 127073.2
905451390, 145088.7
534152120, 164149.0
535179120, 121103.5
528435060, 255036.0
534427140, 148783.9
903429110, 141597.6
535105110, 168158.9
528366070, 263467.2
534129040, 172455.8
535454070, 108451.5
903429080, 143761.4
906226090, 136181.7
534479130, 144005.9
527451290, 97703.0
527106150, 194397.1
916253320, 241339.0
916455010, 205203.8
907201220, 133829.8
908188150, 132107.5
527325090, 199544.4
906402070, 232058.3
909101010, 138946.5
528221100, 170077.8
528480170, 252525.3
906475110, 183834.6
903228080, 133936.7
528228575, 299605.4
907227080, 124984.8
905109170, 215412.5
528228545, 178445.1
534275010, 134677.8
903425340, 128809.7
902128160, 124641.4
533215040, 259372.2
911202100, 72081.2
528456230, 212337.3
535353160, 128325.8
902100030, 87450.3
528174070, 201392.0
528445070, 239998.8
902105060, 125230.9
909101140, 137208.9
532354160, 126703.8
528138060, 203877.0
527107090, 191474.1
904100090, 138318.5
528458130, 289035.2
535477130, 161903.8
533223010, 164811.9
528108140, 397031.7
907202130, 153404.6
527131030, 262630.8
527453010, 151283.6
907280170, 207653.5
528172030, 313627.0
905480210, 114499.1
902402010, 144230.2
528228555, 179472.6
902404010, 131232.5
907253110, 240515.6
906204150, 252411.4
910201050, 117772.0
528174030, 198445.5
532476050, 267252.3
907265030, 238704.5
902109160, 111282.5
903231240, 97387.7
902103150, 127450.3
528174040, 199745.6
916125425, 263465.4
531478010, 109275.3
916403250, 201888.8
923252080, 118435.3
534175140, 134217.1
902201120, 99655.2
534276190, 107016.3
906392090, 246946.1
916402015, 182418.3
905103110, 128407.0
907203090, 123568.1
903205085, 127725.0
528110080, 343035.4
903225140, 123611.4
903458110, 89726.1
535325350, 122825.6
528439010, 218338.1
535355100, 116408.6
905100060, 136231.7
903231080, 116308.0
902300110, 124238.1
527451460, 103463.1
535475010, 137345.1
528174050, 202400.9
527450250, 107300.5
905351089, 193122.5
535175050, 140593.7
923226270, 92173.6
908226120, 100456.2
531375130, 154384.2
905401020, 240638.1
527356050, 138370.9
534478140, 120585.6
531375120, 151249.0
908201100, 88177.4
535383060, 55901.9
534250370, 276129.6
528116010, 324702.9
921126030, 272974.2
531375100, 155684.1
535150210, 138627.0
535327160, 121670.7
528228440, 182664.5
528120170, 317040.0
527325110, 182761.1
528108010, 267456.9
909251170, 159823.2
528250020, 188853.3
527105060, 192518.2
534426110, 144336.4
534201250, 164530.5
907200170, 135408.6
908102170, 146387.6
535126100, 148919.7
533251130, 196867.7
532354090, 157216.7
905427070, 226661.7
528250010, 168278.3
905101490, 132299.2
527107010, 173183.7
534204120, 146883.4
528480100, 192544.7
535376010, 99156.0
908102260, 148123.3
534104100, 201690.3
909250220, 188136.7
923252075, 136555.0
528480040, 256165.4
903206160, 172547.9
527106050, 169249.2
910226060, 131152.8
902207080, 126562.8
535376100, 103887.9
535450160, 98088.1
908186070, 148010.5
528385050, 241078.5
903200050, 90744.4
903232030, 86455.5
527163100, 183945.2
907255020, 267278.1
528488120, 185403.2
527328050, 160954.0
907192090, 223319.1
907135170, 147712.4
905201090, 167131.8
905107240, 156738.4
907126030, 149025.2
902128150, 148925.6
527132090, 214001.0
534402060, 150580.5
531477040, 150775.1
903430060, 115420.9
907254050, 206409.2
902110080, 148073.3
534451130, 86640.6
528363110, 372417.1
903430040, 88036.0
902306120, 122189.7
528290060, 164724.9
907202220, 131783.9
907192120, 206702.0
924100040, 208828.0
527368010, 222400.8
1007100110, 120230.8
902405100, 137783.1
527216050, 462947.0
527378140, 182184.5
528228430, 219584.3
526353030, 235710.4
528429110, 247580.4
916455120, 224357.1
535353130, 108047.3
910205130, 148836.0
535477090, 129295.5
907251100, 241334.1
527146135, 313939.7
902328100, 141289.7
535180120, 131924.0
528315090, 361072.1
532353030, 145602.0
533130160, 293309.7
531382070, 247918.4
909455060, 150016.5
909452114, 194015.2
909276200, 133958.4
527451540, 100317.9
527455080, 147325.9
528228550, 159272.0
903236130, 159573.9
527453070, 135766.5
535454030, 85135.7
907131060, 174652.5
535425010, 258617.9
534176250, 136441.7
923203090, 161852.3
923400040, 156587.7
535452120, 138450.5
908128100, 183198.7
905402090, 163841.8
907290180, 143546.5
527210060, 339751.5
534200030, 122666.6
535377150, 101221.9
902206020, 76421.3
532477040, 260385.4
535301160, 127974.5
908226130, 83703.5
909101180, 126655.9
914478020, 132922.8
914476010, 164917.2
534430050, 118265.4
907275140, 267441.4
527357020, 168587.8
910203290, 104090.1
528480180, 253417.4
916455150, 286658.4
911104060, 62567.5
906380140, 175399.4
535101020, 167439.8
535125070, 233122.5
909101100, 131170.2
908128060, 192051.7
535477150, 110456.9
905477010, 102141.7
907202050, 142983.3
535454100, 121197.8
535457040, 125748.2
528315030, 331028.4
533236040, 163979.5
907420080, 177025.8
535478010, 141685.8
906420130, 250144.2
534128100, 160537.6
528429050, 234759.0
528275080, 215830.1
903426180, 133284.6
534430080, 144463.7
534400030, 146032.6
534475100, 125099.1
527108090, 232755.0
910202050, 71828.9
535378020, 117834.4
528235130, 176714.9
907290070, 178396.8
909129100, 122857.7
906223080, 245743.9
906425045, 145985.3
905452120, 120569.0
906226100, 117231.3
527162130, 220441.4
528222020, 180689.3
908229020, 87320.5
531363050, 144246.1
528482090, 283151.5
903231060, 30425.4
923227080, 152906.7
914476430, 160469.6
528178090, 396181.8
534178010, 141595.4
528431020, 252807.4
531384070, 199873.0
911370530, 258854.6
905401100, 195683.0
909175080, 49554.9
528386040, 371046.0
533215030, 227958.8
527302080, 272592.1
526301100, 198928.5
906477110, 145576.5
528142020, 250573.5
903430070, 98925.9
527256120, 421059.0
905451330, 159248.9
528354060, 231861.2
923229110, 143406.9
528222090, 178971.5
907290040, 213393.1
534451050, 105181.4
908152270, 154982.8
526302030, 147691.8
535382150, 67066.3
535180020, 154202.7
907401080, 213390.2
902302150, 129275.1
535325320, 121066.1
903233050, 139710.1
916403020, 196751.4
905107320, 146576.8
528186130, 371461.5
907181120, 189819.3
907275030, 223105.6
903456110, 198650.3
906380110, 240442.2
909425010, 233465.8
914453045, 316754.1
906394040, 216378.8
904100100, 223956.2
903233180, 130578.1
905200350, 157826.6
902205090, 114609.4
528235170, 210491.2
535151100, 127751.0
528292040, 182491.5
906203140, 276164.3
910205020, 87913.4
533250130, 276973.7
903225160, 106526.1
907295040, 224194.3
528110100, 399039.6
532376110, 123830.2
528290140, 190458.5
535401140, 144738.7
905226050, 158224.9
534478230, 151125.7
535451190, 115278.5
905476160, 114785.5
907290140, 149328.0
909277100, 133159.0
904101070, 222542.2
534427040, 154573.5
528240020, 192544.3
916455050, 193523.6
903232090, 152237.7
903226130, 113249.8
528250070, 210951.2
528218080, 179325.3
528431080, 227488.5
528431120, 244061.0
528228375, 242924.9
906385020, 189186.2
908103320, 121414.1
527105050, 180764.3
534275170, 138767.0
907202190, 134228.6
534128190, 247281.2
923227030, 147759.7
905426100, 171311.3
906201022, 202635.8
905103140, 156794.7
909251040, 142669.9
916125360, 196130.6
921205070, 269061.9
906340120, 298595.4
905427030, 311932.8
907187080, 184955.9
528231030, 168399.8
911370430, 300096.7
923203100, 189803.6
528366040, 330680.3
902477130, 35593.6
905101310, 120934.5
528275070, 224950.6
531380080, 236925.1
903236010, 125392.4
527163130, 182807.2
909250030, 136871.0
527105070, 188252.2
907131120, 197949.7
911175440, 79483.7
535402120, 163236.7
908250090, 108173.6
527107130, 181419.8
535476360, 189311.4
535452090, 128572.0
535456100, 112752.7
903401070, 129167.6
908154235, 289677.7
909275080, 183334.4
528458070, 207728.8
906380100, 255785.2
535404080, 122344.0
902102080, 121675.0
533254130, 173207.5
528439040, 237338.9
528290120, 205824.6
905202190, 205017.4
902329080, 116275.8
905226130, 150087.4
916382100, 404616.3
903430090, 133156.8
903230100, 111632.1
916386020, 190836.7
906223110, 236373.1
910226040, 137363.7
535125090, 211574.1
528108040, 410053.6
903481120, 126567.9
908152080, 129938.9
531375090, 130672.8
533350050, 328726.2
528456190, 218949.3
527402060, 149886.0
906402200, 331704.8
903454090, 126654.8
533352075, 198373.0
528172060, 263289.9
904100040, 135908.1
533130130, 299356.7
923230040, 127674.3
903235020, 90330.0
902406020, 118302.8
903226170, 127632.4
907175060, 213303.3
528490080, 202718.9
923251160, 105575.9
527452100, 130021.2
906204180, 243658.9
527162180, 167142.7
528118050, 502091.1
905107220, 164804.4
527212050, 305208.1
906402060, 242172.8
902206220, 146102.9
528220040, 174531.3
535402230, 143212.4
905426010, 249253.7
905352030, 199384.6
906392070, 195341.3
909275040, 151351.6
909425130, 187586.7
909101060, 68760.8
905104240, 128425.3
909475040, 291756.4
527105130, 261752.6
907200230, 123982.5
528102110, 437748.1
531475220, 147765.1
907280040, 234861.3
527276150, 102988.3
908225180, 82052.5
534431050, 192526.8
909250060, 197619.6
907410050, 206585.9
534128020, 228288.4
527358140, 186325.9
909475230, 264069.3
914476330, 195667.5
905101450, 140780.2
923252100, 127900.8
533242080, 181520.9
923228370, 86584.0
909100150, 111399.5
534425080, 188811.1
909428120, 225107.2
527108030, 241531.7
923205015, 178886.6
533208080, 158947.8
526354020, 174114.8
905101200, 114365.4
905200260, 157590.3
528228565, 207524.1
534176140, 157963.6
903231190, 113019.2
910203020, 99168.8
902400090, 98910.9
528222010, 261165.8
528102030, 378585.2
909179020, 234789.8
903427120, 134976.0
907412040, 186602.6
535353050, 154595.2
904301410, 108027.5
910200040, 120960.1
905301050, 266502.0
903457130, 113821.0
909250230, 165812.8
907194110, 186168.9
527302110, 214310.5
921205030, 394994.7
528166120, 415393.7
527146030, 252808.1
535426350, 143734.4
902206130, 114629.9
907131190, 203389.9
909254140, 94697.4
905101100, 98472.6
528376010, 324422.6
902329030, 155362.1
535304170, 126996.6
907420050, 181591.6
535380130, 116739.0
528429060, 245026.2
528240040, 172179.8
909428110, 160364.7
909275110, 177181.4
534276010, 121745.5
535425040, 167102.4
902300215, 136213.5
916460070, 203878.9
528429100, 313739.4
903206170, 167322.0
907187040, 224483.0
923227100, 136620.7
903453080, 193621.9
923225260, 158332.4
533212130, 148052.4
907180120, 222552.0
902306130, 135430.1
527254070, 284475.3
904351040, 118107.2
528390210, 216603.4
909428190, 212613.3
528363130, 302705.0
904351280, 124146.0
907262030, 213140.9
923400025, 174721.3
907295020, 219087.5
914452090, 172647.2
535152010, 124440.9
909251030, 138961.3
908228040, 121627.6
528102090, 332106.8
905478030, 148777.9
535402180, 118743.3
923202220, 144504.5
535126010, 206626.9
528482130, 225303.4
909280030, 230332.8
906380050, 213918.4
909252110, 168297.1
906380190, 187587.8
534175100, 157911.1
532476080, 262326.6
903476090, 110762.8
535452140, 97957.8
527455030, 137671.0
531452260, 171931.6
531380110, 181328.4
527110120, 176335.2
535383110, 100507.9
908152180, 148236.9
908186080, 149881.2
902106010, 152083.6
527182020, 166262.9
535403030, 129201.1
923201020, 146189.6
902110120, 114994.1
533215020, 282137.5
906225210, 160700.2
533208090, 181419.1
534400050, 151183.7
534276290, 101903.4
528445020, 237654.8
534403410, 169856.8
533238045, 302316.5
908276230, 116897.1
908203100, 97250.9
531451280, 230702.6
907180050, 190223.2
534403050, 145724.6
907410080, 214559.0
527106010, 216899.4
904302260, 90293.4
528290190, 170278.9
911370500, 291170.3
528292060, 236694.3
535457020, 157532.5
907227060, 133122.8
923275010, 142026.4
528477020, 239713.0
923204150, 123032.0
528106120, 249276.3
532479050, 145828.0
905200100, 94664.3
528176010, 491326.6
906394050, 183073.6
914478045, 143752.4
902125080, 109425.6
528102100, 296693.0
527212030, 445525.7
914452060, 137171.6
902330040, 163855.9
531453140, 145187.6
907227030, 124662.9
534250335, 168771.9
534430090, 121771.9
527108040, 240832.2
909254070, 183519.0
531363080, 133296.3
903201080, 160407.0
916382110, 333751.2
534429030, 105527.8
903475100, 116967.7
534426040, 147826.9
902328040, 138044.4
528174080, 205851.5
902400110, 278811.9
923226150, 140256.5
909277090, 152113.1
907250050, 286953.7
527254020, 403513.5
909276010, 195981.2
535455060, 124677.0
903226060, 152010.4
535325460, 180062.9
533252020, 165994.2
902103170, 103476.4
905105040, 115796.4
908128110, 173419.3
907202080, 134119.5
534127230, 165830.7
905102060, 136320.9
528482010, 243577.0
534430110, 137929.3
533352150, 148974.3
916386140, 217711.5
908188140, 131248.2
531451030, 202856.6
905200490, 112478.4
535302200, 121229.8
907414080, 169109.6
533241010, 194797.4
909256060, 123175.0
527250040, 123008.6
527165010, 189205.7
902300020, 154219.0
528222080, 171343.8
907196020, 225659.0
531371050, 166987.3
534276160, 132277.3
535150280, 134248.0
528315070, 256112.9
907412090, 184813.2
909254050, 186021.5
923229100, 182343.5
528250030, 209749.6
527353080, 168838.6
908152110, 157535.6
528429090, 343349.0
533210060, 162844.2
527225035, 227185.5
